for,clave_de_mapa,numero_historico,proyecto,nombre_analisis,estatus_analisis,gerencia,gerencias_complementaria,responsable_tecnico_y_participantes,tematica_principal_LGAHOTDU,tematicas_secundarias_LGAHOTDU,tipo_analisis,Otros,insumos consultados,Fuente,Tipo de información,estadistica,nota_metodologica,liga_drive,Image id,Ficha,Buscar,color
05-may-16,I-404,1,POTmet,RED E INFRAESTRUCTURA DE AGUA POTABLE DE LA CABECERA  MUNICIPAL DE  IXTLAUACÁN DE LOS MEMBRILLOS,Validado,(GTGIR) Gerencia Técnica de Gestión Integral del Riesgos.,,Cuauhtémoc,PMR,GIA,Diagnóstico,,Información empirica del personal de la dirección de agua potable y drenaje del municipio,A partir de reuniones de trabajo con el personal de la dirección de agua potable y alcantarillado del municipio,Pública,,,https://drive.google.com/file/d/1WK6yPRX22v39wKmqp5trc4fLD2ipWwAU/view?usp=sharing,,,,
03-feb-21,I-404,2,POTmet,RED E INFRAESTRUCTURA DE AGUA POTABLE DE LA CABECERA  MUNICIPAL DE  IXTLAUACÁN DE LOS MEMBRILLOS_V2,En proceso,(GTGIR) Gerencia Técnica de Gestión Integral del Riesgos.,,Cuauhtémoc,PMR,GIA,Diagnóstico,,Información compartida por la dirección de agua potable y alcantarillado del municipio de Ixtlahuacán de los Membrillos 2021,A partir de solicitudes de información,Pública,https://drive.google.com/file/d/1yUZAevitr0DPX8uVXkVpQLobk-fkIuqr/view?usp=sharing,https://drive.google.com/file/d/1zs801epQzx_zqL15HoByPOPZc-hXcnrE/view?usp=sharing,https://drive.google.com/file/d/18KZAA47Nve57i1T1IqgxDHuQxDRB6Vl9/view?usp=sharing,,,,
,I-400,1,POTmet,MAPA BASE POR MUNICIPIO PARA LA COBERTURA DEL TRANSPORTE PÚBLICO 2019 - 2020. JUANACATLÁN,Validado,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,,IVT,,Base,No se encontro,,,,,,,,,,
,I-401,1,POTmet,MAPA BASE POR MUNICIPIO PARA LA COBERTURA DEL TRANSPORTE PÚBLICO 2019 - 2020. SAN PEDRO TLAQUEPAQUE,Validado,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,,IVT,,Base,No se encontro,,,,,,,,,,
,I-402,1,POTmet,MAPA BASE POR MUNICIPIO PARA LA COBERTURA DEL TRANSPORTE PÚBLICO 2019 - 2020. TLAJOMULCO DE ZÚÑIGA,Validado,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,,IVT,,Base,No se encontro,,,,,,,,,,
,I-403,1,POTmet,MAPA BASE POR MUNICIPIO PARA LA COBERTURA DEL TRANSPORTE PÚBLICO 2019 - 2020. TONALÁ,Validado,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,,IVT,,Base,No se encontro,,,,,,,,,,
,I-404,1,POTmet,MAPA BASE POR MUNICIPIO PARA LA COBERTURA DEL TRANSPORTE PÚBLICO 2019 - 2020. ZAPOPAN,Validado,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,,IVT,,Base,No se encontro,,,,,,,,,,
,I-405,1,POTmet,MAPA BASE POR MUNICIPIO PARA LA COBERTURA DEL TRANSPORTE PÚBLICO 2019 - 2020. ZAPOTLANEJO,Validado,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,,IVT,,Base,No se encontro,,,,,,,,,,
,I-406,1,Atlas de Riesgos,"ESTADO DE LOS CAUCES, ANÁLISIS DE RIESGOS SANTA ANITA HILLS",En proceso,(GTGIR) Gerencia Técnica de Gestión Integral del Riesgos.,,,PMR,,Diagnóstico,No se encontro,,,,,,,,,,
,I-407,1,Atlas de Riesgos,"PENDIENTE DEL TERRENO, ANÁLISIS DE RIESGOS SANTA ANITA HILLS",En proceso,(GTGIR) Gerencia Técnica de Gestión Integral del Riesgos.,,,PMR,,Diagnóstico,No se encontro,,,,,,,,,,
,I-408,1,Atlas de Riesgos,PENDIENTE_DEL_TERRENO_POR MANZANA_ANÁLISIS_DE_RIESGOS_SANTA_ANITA_HILLS,En proceso,(GTGIR) Gerencia Técnica de Gestión Integral del Riesgos.,,,PMR,,Diagnóstico,No se encontro,,,,,,,,,,
,I-409,1,Atlas de Riesgos,ESTADO DE LOS CAUCES ZONAS ALEDAÑAS ANÁLISIS DE RIESGOS SANTA ANITA HILLS,En proceso,(GTGIR) Gerencia Técnica de Gestión Integral del Riesgos.,,,PMR,,Diagnóstico,No se encontro,,,,,,,,,,
,I-410,1,POTmet,"VIVIENDAS CON MAS DE 2.5 HABITANTES POR CUARTO 
INEGI 2010",En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Alejandro Lepe,POT,PRE,Diagnóstico,Exportar,,,,,,,,,,
,I-411,1,POTmet,HISTÓRICO LICENCIAS DE URBANIZACIÓN PERÍODO ENERO 2013 - julio 2019,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Alejandro Lepe,POT,PRE,Diagnóstico,,,,,,,https://drive.google.com/open?id=13Algy_TnsioJNbaq6vKuGEGLtK8dGb2h,,,,
,I-411,2,POTmet,HISTÓRICO LICENCIAS DE URBANIZACIÓN PERÍODO ENERO  2013 - dicembre 2019,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Alejandro Lepe,POT,PRE,Diagnóstico,,,,,,,https://drive.google.com/open?id=12HpmoGoNHhiNndrbnLYZosSCmyaprBqx,,,,
,I-411,3,POTmet,HISTÓRICO LICENCIAS DE URBANIZACIÓN PERÍODO ENERO 2013 - ABRIL 2020,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Alejandro Lepe,POT,PRE,Diagnóstico,,,,,,,https://drive.google.com/open?id=1MiZREaMP79XQGKen4iFz6IX1bQ1bgYNy,,,,
,I-411,5,POTmet,HISTÓRICO LICENCIAS DE URBANIZACIÓN PERÍODO ENERO 2013 - MAYO 2020,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Alejandro Lepe,POT,PRE,Diagnóstico,,,,,,,https://drive.google.com/file/d/1x5vHpWVyRwe0MKBEo0gUE8wRLEjmHYko/view?usp=sharing,,,,
,I-411,6,POTmet,HISTÓRICO LICENCIAS DE URBANIZACIÓN PERÍODO ENERO 2013 - AGOSTO 2020,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Alejandro Lepe,POT,PRE,Diagnóstico,,,,,,,https://drive.google.com/file/d/17mFfdYmUv2VD82g_ElB76qvCP-Xg2DVW/view?usp=sharing,,,,
18-sep-20,I-411,7,POTmet,HISTÓRICO LICENCIAS DE URBANIZACIÓN PERÍODO ENERO 2013 - JULIO 2020,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Alicia Guzmán,POT,,Diagnóstico,,,,,https://drive.google.com/file/d/1LT0Vp87Fftm6coZ4mX4zqirphmFh15qQ/view?usp=sharing,https://drive.google.com/file/d/1-zZW_s6aonxa2RucKoIVLsPqUvGFfZHR/view?usp=sharing,https://drive.google.com/file/d/1GeU89PCXwhoueRGekTvD9C25e_QCQy0h/view?usp=sharing,,,,
23-nov-20,I-411,8,POTmet,HISTÓRICO LICENCIAS DE URBANIZACIÓN PERÍODO ENERO 2013 - OCTUBRE 2020,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Alicia Guzmán,POT,,Diagnóstico,,,,,https://drive.google.com/file/d/1LT0Vp87Fftm6coZ4mX4zqirphmFh15qQ/view?usp=sharing,https://drive.google.com/file/d/1-zZW_s6aonxa2RucKoIVLsPqUvGFfZHR/view?usp=sharing,https://drive.google.com/file/d/120WCovvjxr8y-tnRGwUD5qgRvrBAfSYy/view?usp=sharing,,,,
19-ene-21,I-411,9,POTmet,HISTÓRICO LICENCIAS DE URBANIZACIÓN PERÍODO ENERO 2013 - DICIEMBRE 2020,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Alicia Guzmán,POT,,Diagnóstico,,,,,https://drive.google.com/file/d/1LT0Vp87Fftm6coZ4mX4zqirphmFh15qQ/view?usp=sharing,https://drive.google.com/file/d/1-zZW_s6aonxa2RucKoIVLsPqUvGFfZHR/view?usp=sharing,https://drive.google.com/file/d/1mkFymaZlZGzpXBNu6VOCDERLzrSz1ijX/view?usp=sharing,,,,
19-feb-21,I-411,10,POTmet,HISTÓRICO LICENCIAS DE URBANIZACIÓN PERÍODO ENERO 2013 - FENERO 2021,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Alicia Guzmán,POT,,Diagnóstico,,,,,https://drive.google.com/file/d/1LT0Vp87Fftm6coZ4mX4zqirphmFh15qQ/view?usp=sharing,https://drive.google.com/file/d/1-zZW_s6aonxa2RucKoIVLsPqUvGFfZHR/view?usp=sharing,https://drive.google.com/file/d/1sWBcHi9x-A_5V-x1yuSPr1Epleh6upiq/view?usp=sharing,,,,
19-mar-21,I-411,11,POTmet,HISTÓRICO LICENCIAS DE URBANIZACIÓN PERÍODO ENERO 2013 - FEBRERO 2021,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Alicia Guzmán,POT,,Diagnóstico,,,,,https://drive.google.com/file/d/1LT0Vp87Fftm6coZ4mX4zqirphmFh15qQ/view?usp=sharing,https://drive.google.com/file/d/1-zZW_s6aonxa2RucKoIVLsPqUvGFfZHR/view?usp=sharing,https://drive.google.com/file/d/1uCPBvi-i8ddiY8_K5hM9WK-Esf0h5EQY/view?usp=sharing,,,,
21-abr-21,I-411,12,POTmet,HISTÓRICO LICENCIAS DE URBANIZACIÓN PERÍODO ENERO 2013 - FEBRERO 2021,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Alicia Guzmán,POT,,Diagnóstico,,,,,https://drive.google.com/file/d/1LT0Vp87Fftm6coZ4mX4zqirphmFh15qQ/view?usp=sharing,https://drive.google.com/file/d/1-zZW_s6aonxa2RucKoIVLsPqUvGFfZHR/view?usp=sharing,https://drive.google.com/file/d/17Ngl0qKxN6I3Q0NmIjDhb_0X6GKrjOIM/view?usp=sharing,,,,
26-jul-21,I-411,13,POTmet,HISTÓRICO LICENCIAS DE URBANIZACIÓN PERÍODO ENERO 2013 - MAYO 2021,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Sofia Bertello,POT,,Diagnóstico,,,,,https://drive.google.com/file/d/1LT0Vp87Fftm6coZ4mX4zqirphmFh15qQ/view?usp=sharing,https://drive.google.com/file/d/1-zZW_s6aonxa2RucKoIVLsPqUvGFfZHR/view?usp=sharing,https://drive.google.com/file/d/12gGlyjlsnijpxiFgT2bPG-X_1XQxJlEg/view?usp=sharing,,,,
26-jul-21,I-411,14,POTmet,HISTÓRICO LICENCIAS DE URBANIZACIÓN PERÍODO ENERO 2013 - JUNIO 2021,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Sofia Bertello,POT,,Diagnóstico,,,,,https://drive.google.com/file/d/1LT0Vp87Fftm6coZ4mX4zqirphmFh15qQ/view?usp=sharing,https://drive.google.com/file/d/1-zZW_s6aonxa2RucKoIVLsPqUvGFfZHR/view?usp=sharing,https://drive.google.com/file/d/1x8ypimPLirwTJKpZxNDEHVgJxv2HkNxF/view?usp=sharing,,,,
19-agosto.-2021,I-411,15,POTmet,HISTÓRICO LICENCIAS DE URBANIZACIÓN PERÍODO ENERO 2013 - JULIO 2021,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Sofia Bertello,POT,,Diagnóstico,,,,,https://drive.google.com/file/d/1LT0Vp87Fftm6coZ4mX4zqirphmFh15qQ/view?usp=sharing,https://drive.google.com/file/d/1-zZW_s6aonxa2RucKoIVLsPqUvGFfZHR/view?usp=sharing,https://drive.google.com/file/d/1kUTh4F9DWY5j3CJMCTPvdJ3csOqxs0X9/view?usp=sharing,,,,
24-sep-21,I-411,16,POTmet,HISTÓRICO LICENCIAS DE URBANIZACIÓN PERÍODO ENERO 2013 - AGOSTO 2021,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Sofia Bertello,POT,,Diagnóstico,,,,,https://drive.google.com/file/d/1LT0Vp87Fftm6coZ4mX4zqirphmFh15qQ/view?usp=sharing,https://drive.google.com/file/d/1-zZW_s6aonxa2RucKoIVLsPqUvGFfZHR/view?usp=sharing,https://drive.google.com/file/d/1EJ3AblzBUQ0vnacGaxmW3qQIEmUzn6lb/view?usp=sharing,,,,
20-oct-21,I-411,17,POTmet,HISTÓRICO LICENCIAS DE URBANIZACIÓN PERÍODO ENERO 2013 - SEPTIEMBRE 2021,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Sofia Bertello,POT,,Diagnóstico,,,,,https://drive.google.com/file/d/1LT0Vp87Fftm6coZ4mX4zqirphmFh15qQ/view?usp=sharing,https://drive.google.com/file/d/1-zZW_s6aonxa2RucKoIVLsPqUvGFfZHR/view?usp=sharing,https://drive.google.com/file/d/1iIZy31g0OSAETFqV7TDfFc1UQJCsedj4/view?usp=sharing,,,,
22-nov-21,I-411,18,POTmet,HISTÓRICO LICENCIAS DE URBANIZACIÓN PERÍODO ENERO 2013 - OCTUBRE 2021,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Sofia Bertello,POT,,Diagnóstico,,,,,https://drive.google.com/file/d/1LT0Vp87Fftm6coZ4mX4zqirphmFh15qQ/view?usp=sharing,https://drive.google.com/file/d/1-zZW_s6aonxa2RucKoIVLsPqUvGFfZHR/view?usp=sharing,https://drive.google.com/file/d/1Qt0MZgInIwXRwQChBVVkfyCDzKkm711u/view?usp=sharing,,,,
21-dic-21,I-411,19,POTmet,HISTÓRICO LICENCIAS DE URBANIZACIÓN PERÍODO ENERO 2013 - NOVIEMBRE 2021,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Sofia Bertello,POT,,Diagnóstico,,,,,https://drive.google.com/file/d/1LT0Vp87Fftm6coZ4mX4zqirphmFh15qQ/view?usp=sharing,https://drive.google.com/file/d/1-zZW_s6aonxa2RucKoIVLsPqUvGFfZHR/view?usp=sharing,https://drive.google.com/file/d/18tsyVZE0qoI4vMeuCd1h-Q43v7jIcVPW/view?usp=sharing,,,,
,I-412,1,POTmet,LICENCIAS DE URBANIZACIÓN PERÍODO SEGÚN CERCANÍA A CENTRALIDADES DE IMPULSO,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Alejandro Lepe,POT,PRE,Diagnóstico,,,,,,,https://drive.google.com/open?id=1sot_c6QhYOZK4BHysgmrhLgU-wdLOb1v,,,,
,I-412,2,POTmet,LICENCIAS DE URBANIZACIÓN PERÍODO JULIO 2016 - DICIEMBRE 2019 SEGÚN CERCANÍA A CENTRALIDADES DE IMPULSO,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Alejandro Lepe,POT,PRE,Diagnóstico,,,,,,,https://drive.google.com/open?id=1KOGFYPOTTP4sSqxaQW8dQvJAzYgALMNB,,,,
,I-412,3,POTmet,LICENCIAS DE URBANIZACIÓN PERÍODO JULIO 2016 - ABRIL 2020 SEGÚN CERCANÍA A CENTRALIDADES DE IMPULSO,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Alejandro Lepe,POT,PRE,Diagnóstico,,,,,,,https://drive.google.com/open?id=194Dpv_qWhxDzCaSvYl_bXp-SrMryuSeQ,,,,
,I-412,5,POTmet,LICENCIAS DE URBANIZACIÓN PERÍODO JULIO 2016 - MAYO 2020 SEGÚN CERCANÍA A CENTRALIDADES DE IMPULSO,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Alejandro Lepe,POT,PRE,Diagnóstico,,,,,,,https://drive.google.com/file/d/1JocVURIGn0Xbi3u_QYOw-0BCEhxRWAUh/view?usp=sharing,,,,
,I-412,6,POTmet,LICENCIAS DE URBANIZACIÓN PERÍODO JULIO 2016 - JULIO 2020 SEGÚN CERCANÍA A CENTRALIDADES DE IMPULSO,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Alejandro Lepe,POT,PRE,Diagnóstico,,,,,,,https://drive.google.com/file/d/1ApURCVxYVbve9EwA-weXwsVSWgHaUD6e/view?usp=sharing,,,,
18-sep-20,I-412,7,POTmet,LICENCIAS DE URBANIZACIÓN PERÍODO JULIO 2016 - JULIO 2020 SEGÚN CERCANÍA A CENTRALIDADES DE IMPULSO,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Alicia Guzmán,POT,PRE,Diagnóstico,,,,,https://drive.google.com/file/d/1rJ0jdWnkBNDKX9Xl_ktXa_5Aa-aIEy95/view?usp=sharing,,https://drive.google.com/file/d/1arG_fpBhH5Vq9XNhV8A73c1qCqMR4p3f/view?usp=sharing,,,,
23-nov-20,I-412,8,POTmet,LICENCIAS DE URBANIZACIÓN PERÍODO JULIO 2016 - JULIO 2020 SEGÚN CERCANÍA A CENTRALIDADES DE IMPULSO,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Alicia Guzmán,POT,PRE,Diagnóstico,,,,,https://drive.google.com/file/d/1rJ0jdWnkBNDKX9Xl_ktXa_5Aa-aIEy95/view?usp=sharing,,https://drive.google.com/file/d/19BLdjGRPpiph1WUVbX4kmBcJFJt22UU3/view?usp=sharing,,,,
19-ene-21,I-412,9,POTmet,LICENCIAS DE URBANIZACIÓN PERÍODO JULIO 2016 - JULIO 2020 SEGÚN CERCANÍA A CENTRALIDADES DE IMPULSO,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Alicia Guzmán,POT,PRE,Diagnóstico,,,,,https://drive.google.com/file/d/1rJ0jdWnkBNDKX9Xl_ktXa_5Aa-aIEy95/view?usp=sharing,https://drive.google.com/file/d/1IX4AnoRobWSs9lsYoqYu8VGTn-1pr9O2/view?usp=sharing,https://drive.google.com/file/d/1fyvXmVBYV_v9LkQQZJwWToy-2jT3MaZM/view?usp=sharing,,,,
19-feb-21,I-412,10,POTmet,LICENCIAS DE URBANIZACIÓN PERÍODO JULIO 2016 - ENERO 2021 SEGÚN CERCANÍA A CENTRALIDADES DE IMPULSO,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Alicia Guzmán,POT,PRE,Diagnóstico,,,,,https://drive.google.com/file/d/1rJ0jdWnkBNDKX9Xl_ktXa_5Aa-aIEy95/view?usp=sharing,https://drive.google.com/file/d/1IX4AnoRobWSs9lsYoqYu8VGTn-1pr9O2/view?usp=sharing,https://drive.google.com/file/d/1a01EC5z1-PISJU6ljwgEZULi1A6U1vBf/view?usp=sharing,,,,
19-mar-21,I-412,11,POTmet,LICENCIAS DE URBANIZACIÓN PERÍODO JULIO 2016 - FEBRERO 2021 SEGÚN CERCANÍA A CENTRALIDADES DE IMPULSO,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Alicia Guzmán,POT,PRE,Diagnóstico,,,,,https://drive.google.com/file/d/1rJ0jdWnkBNDKX9Xl_ktXa_5Aa-aIEy95/view?usp=sharing,https://drive.google.com/file/d/1IX4AnoRobWSs9lsYoqYu8VGTn-1pr9O2/view?usp=sharing,https://drive.google.com/file/d/1anYCesbzujN0I0uIKfgfxWmymPbZ49pf/view?usp=sharing,,,,
21-abr-21,I-412,12,POTmet,LICENCIAS DE URBANIZACIÓN PERÍODO JULIO 2016 - FEBRERO 2021 SEGÚN CERCANÍA A CENTRALIDADES DE IMPULSO,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Alicia Guzmán,POT,PRE,Diagnóstico,,,,,https://drive.google.com/file/d/1rJ0jdWnkBNDKX9Xl_ktXa_5Aa-aIEy95/view?usp=sharing,https://drive.google.com/file/d/1IX4AnoRobWSs9lsYoqYu8VGTn-1pr9O2/view?usp=sharing,https://drive.google.com/file/d/1KxHIf3o6NM3J5xb5caNVlJxXjjXL-Zkl/view?usp=sharing,,,,
26-jul-21,I-412,13,POTmet,LICENCIAS DE URBANIZACIÓN PERÍODO JULIO 2016 - MAYO 2021 SEGÚN CERCANÍA A CENTRALIDADES DE IMPULSO,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Sofia Bertello,POT,PRE,Diagnóstico,,,,,https://drive.google.com/file/d/1rJ0jdWnkBNDKX9Xl_ktXa_5Aa-aIEy95/view?usp=sharing,https://drive.google.com/file/d/1IX4AnoRobWSs9lsYoqYu8VGTn-1pr9O2/view?usp=sharing,https://drive.google.com/file/d/15EZGsnjCiuoLD3Es5Z_SE224TflyD3c1/view?usp=sharing,,,,
26-jul-21,I-412,14,POTmet,LICENCIAS DE URBANIZACIÓN PERÍODO JULIO 2016 - JUNIO 2021 SEGÚN CERCANÍA A CENTRALIDADES DE IMPULSO,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Sofia Bertello,POT,PRE,Diagnóstico,,,,,https://drive.google.com/file/d/1rJ0jdWnkBNDKX9Xl_ktXa_5Aa-aIEy95/view?usp=sharing,https://drive.google.com/file/d/1IX4AnoRobWSs9lsYoqYu8VGTn-1pr9O2/view?usp=sharing,https://drive.google.com/file/d/1e5QV7cFAPMV204lCxr6XpXnV4--2Qz2x/view?usp=sharing,,,,
19-agosto.-2021,I-412,15,POTmet,LICENCIAS DE URBANIZACIÓN PERÍODO JULIO 2016 - JULIO 2021 SEGÚN CERCANÍA A CENTRALIDADES DE IMPULSO,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Sofia Bertello,POT,PRE,Diagnóstico,,,,,https://drive.google.com/file/d/1rJ0jdWnkBNDKX9Xl_ktXa_5Aa-aIEy95/view?usp=sharing,https://drive.google.com/file/d/1IX4AnoRobWSs9lsYoqYu8VGTn-1pr9O2/view?usp=sharing,https://drive.google.com/file/d/1Ty-NkfbP22la73Kjyy3oz32zrrH7cNQs/view?usp=sharing,,,,
24-sep-21,I-412,16,POTmet,LICENCIAS DE URBANIZACIÓN PERÍODO JULIO 2016 - AGOSTO 2021 SEGÚN CERCANÍA A CENTRALIDADES DE IMPULSO,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Sofia Bertello,POT,PRE,Diagnóstico,,,,,https://drive.google.com/file/d/1rJ0jdWnkBNDKX9Xl_ktXa_5Aa-aIEy95/view?usp=sharing,https://drive.google.com/file/d/1IX4AnoRobWSs9lsYoqYu8VGTn-1pr9O2/view?usp=sharing,https://drive.google.com/file/d/1WikFuxkGAkwJ7l6O5I76Q8p2-upDLJSU/view?usp=sharing,,,,
20-oct-21,I-412,17,POTmet,LICENCIAS DE URBANIZACIÓN PERÍODO JULIO 2016 - SEPTIEMBRE 2021 SEGÚN CERCANÍA A CENTRALIDADES DE IMPULSO,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Sofia Bertello,POT,PRE,Diagnóstico,,,,,https://drive.google.com/file/d/1rJ0jdWnkBNDKX9Xl_ktXa_5Aa-aIEy95/view?usp=sharing,https://drive.google.com/file/d/1IX4AnoRobWSs9lsYoqYu8VGTn-1pr9O2/view?usp=sharing,https://drive.google.com/file/d/12AImTvGJT7LWcRTFlCoTWZ_Pc5h0kM3_/view?usp=sharing,,,,
22-nov-21,I-412,18,POTmet,LICENCIAS DE URBANIZACIÓN PERÍODO JULIO 2016 - OCTUBRE 2021 SEGÚN CERCANÍA A CENTRALIDADES DE IMPULSO,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Sofia Bertello,POT,PRE,Diagnóstico,,,,,https://drive.google.com/file/d/1rJ0jdWnkBNDKX9Xl_ktXa_5Aa-aIEy95/view?usp=sharing,https://drive.google.com/file/d/1IX4AnoRobWSs9lsYoqYu8VGTn-1pr9O2/view?usp=sharing,https://drive.google.com/file/d/1hI1rvl8OdpS6Yxh59q-Bbc8irQwgFO-Z/view?usp=sharing,,,,
21-dic-21,I-412,19,POTmet,LICENCIAS DE URBANIZACIÓN PERÍODO JULIO 2016 - NOVIEMBRE 2021 SEGÚN CERCANÍA A CENTRALIDADES DE IMPULSO,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Sofia Bertello,POT,PRE,Diagnóstico,,,,,https://drive.google.com/file/d/1rJ0jdWnkBNDKX9Xl_ktXa_5Aa-aIEy95/view?usp=sharing,https://drive.google.com/file/d/1IX4AnoRobWSs9lsYoqYu8VGTn-1pr9O2/view?usp=sharing,https://drive.google.com/file/d/1R5_ISUS82rkes5eph55u6JnDXCHgLzX1/view?usp=sharing,,,,
,I-413,1,POTmet,Licencias  de urbanización en relación al indice de demanda laboral externa,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Alicia Gúzman,POT,PRE,Diagnóstico,Exportar,,,,,,,,,,
09-ene-20,I-413,2,POTmet,"Licencias  de urbanización en relación al indice de demanda laboral externa, julio 2016 - Noviembre 2019.",En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Alicia Guzmán,POT,PRE,Diagnóstico,,,,,,,https://drive.google.com/open?id=1MTZbdphDIcX0WUN9WZFyKOyC_KWYxQlb,,,,
23/01/2020,I-413,3,POTmet,"Licencias  de urbanización en relación al indice de demanda laboral externa, julio 2016 - Diciembre 2019.",En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Alicia Guzmán,POT,PRE,Diagnóstico,,,,,,,https://drive.google.com/open?id=1d3RsdcLGVz_9W7-EYTI6y1iFGZ_-pwiP,,,,
19-may-20,I-413,4,POTmet,"Licencias  de urbanización en relación al indice de demanda laboral externa, julio 2016 - Abril 2020.",En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Alicia Guzmán,POT,,Diagnóstico,,,,,,,https://drive.google.com/open?id=1Rgd-inz022rrIP66skKqBXAUyMdI-qLf,,,,
19-may-20,I-413,5,POTmet,"Licencias  de urbanización en relación al indice de demanda laboral externa, julio 2016 - Mayo 2020.",En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Alicia Guzmán,POT,,Diagnóstico,,,,,,,https://drive.google.com/file/d/1k-BtwL-3Twh9VG3sCokZhwL07O_Ofv2G/view?usp=sharing,,,,
19-ago-20,I-413,6,POTmet,"Licencias  de urbanización en relación al indice de demanda laboral externa, julio 2016 - Julio 2020.",En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Alicia Guzmán,POT,,Diagnóstico,,,,,,,https://drive.google.com/file/d/1V7ZC4G348QmJPigxnDpq94_NZU6S1g2X/view?usp=sharing,,,,
